team,player,gms_played,min_played,usage_pct,fgm,fga,fg_pct,two_pt_m,two_pt_att,two_pt_pct,eff_fg_pct,ftm,fta,ft_pct,ft_rate,pts
ATL,Lou Williams,56,799,21.7,2.2,5.7,0.391,1.6,3.9,0.404,0.448,1.2,1.4,0.859,0.244,6.3
ATL,Timothé Luwawu-Cabarrot,52,685,14.3,1.4,3.6,0.398,0.6,1.2,0.469,0.516,0.7,0.8,0.854,0.22,4.4
ATL,Delon Wright,77,1452,10.3,1.6,3.5,0.454,1,2,0.51,0.535,0.7,0.8,0.857,0.234,4.4
ATL,Cameron Oliver,2,43,16.6,5,7.5,0.667,4.5,6,0.75,0.7,1,1.5,0.667,0.2,11.5
ATL,Onyeka Okongwu,48,992,14,3.3,4.7,0.69,3.3,4.7,0.69,0.69,1.7,2.3,0.727,0.487,8.2
ATL,Solomon Hill,13,139,6.6,0.2,1.5,0.15,0.1,0.5,0.143,0.2,0,0,,0,0.6
ATL,Cat Barber,3,13,22.7,0,1.3,0,0,1.3,0,0,0,1.3,0,1,0
ATL,Sharife Cooper,13,39,21.3,0.2,1.1,0.214,0.2,0.6,0.25,0.25,0,0,,0,0.5
ATL,Jalen Johnson,22,120,19.3,1,1.9,0.537,0.9,1.3,0.679,0.573,0.2,0.3,0.714,0.171,2.4
ATL,Gorgui Dieng,44,371,16.9,1.2,2.5,0.473,0.5,1,0.545,0.603,0.4,0.6,0.731,0.232,3.5
ATL,Skylar Mays,28,220,15.5,1.1,2.3,0.5,0.9,1.4,0.615,0.563,0.3,0.3,0.889,0.141,2.9
ATL,Danilo Gallinari,66,1672,18.4,3.9,9,0.434,2.2,4.6,0.485,0.528,2.1,2.4,0.904,0.261,11.7
ATL,Malcolm Hill,19,212,11.45,1.45,2.75,0.5285,0.65,0.9,0.6795,0.679,0.85,0.95,0.85,0.3635,4.55
ATL,Trae Young,76,2652,34.4,9.4,20.3,0.46,6.3,12.3,0.512,0.536,6.6,7.3,0.904,0.358,28.4
ATL,Lance Stephenson,46,814,17.45,2.2,5,0.4215,1.85,3.65,0.508,0.4435,0.9,1.15,0.6475,0.203,5.55
ATL,Kevin Knox,30,222,20.05,1.05,2.85,0.3655,0.5,1,0.498,0.4555,0.5,0.75,0.725,0.2585,3.15
ATL,Chaundee Brown Jr.,5,104,15.5,1.75,5.9,0.2515,0.75,2.65,0.275,0.3115,0.85,1,0.833,0.12,5.35
ATL,John Collins,54,1663,20.5,6.3,11.9,0.526,5.1,8.7,0.588,0.576,2.5,3.1,0.793,0.262,16.2
ATL,Clint Capela,74,2042,15.5,5,8.2,0.613,5,8.1,0.614,0.613,1.1,2.3,0.473,0.28,11.1
ATL,Cam Reddish,49,1012,21,2.95,7.2,0.4085,1.85,3.95,0.49,0.482,2,2.25,0.903,0.3625,9
ATL,Bogdan Bogdanović,63,1848,21.6,5.4,12.6,0.431,2.7,5.3,0.516,0.537,1.5,1.8,0.843,0.145,15.1
ATL,De'Andre Hunter,53,1577,19.9,4.8,10.8,0.442,3.4,7.2,0.474,0.506,2.4,3.1,0.765,0.289,13.4
ATL,Kevin Huerter,74,2188,17.5,4.7,10.3,0.454,2.5,4.7,0.53,0.559,0.6,0.7,0.808,0.068,12.1
ATL,Wes Iwundu,3,82,11.1,2.7,6,0.444,1.7,4.3,0.385,0.528,1,1.3,0.75,0.222,7.3
BOS,Kelan Martin,30,450,20.05,1.3,3.6,0.2085,0.9,2.1,0.2555,0.241,0.15,0.25,0.692,0.0385,3.15
BOS,Joe Johnson,1,2,22,1,1,1,1,1,1,1,0,0,,0,2
BOS,Jayson Tatum,76,2731,32.1,9.3,20.6,0.453,6.3,12,0.524,0.526,5.3,6.2,0.853,0.3,26.9
BOS,Justin Jackson,7,37,29.9,0.4,1.65,0.1785,0.15,0.9,0.2,0.232,1,1,1,1,2.1
BOS,Nik Stauskas,8,39,20.6,0.9,2.5,0.354,0.25,1,0.25,0.5,0.85,1.15,0.625,0.4165,3.35
BOS,Bruno Fernando,30,152,21.2,1.65,2.4,0.6035,1.6,2.35,0.5935,0.6215,0.65,1.1,0.6895,0.41,3.95
BOS,Jaylen Brown,66,2220,30.5,8.7,18.4,0.473,6.2,11.4,0.544,0.541,3.7,4.8,0.758,0.261,23.6
BOS,C.J. Miles,1,2,0,0,0,,0,0,,,0,0,,,0
BOS,Romeo Langford,48,771,11.65,1.4,3,0.5,1.05,1.8,0.6475,0.5395,0.65,1.4,0.4815,0.664,3.75
BOS,Grant Williams,77,1875,12.6,2.7,5.6,0.475,1.3,2.3,0.569,0.597,1.1,1.2,0.905,0.22,7.8
BOS,Josh Richardson,65,1600,18,3.7,8.45,0.436,2,4.55,0.4485,0.534,1.55,1.7,0.9025,0.2005,10.55
BOS,Payton Pritchard,71,1001,18.6,2.3,5.3,0.429,0.8,1.8,0.461,0.564,0.3,0.3,1,0.056,6.2
BOS,Daniel Theis,47,977,16.15,3.2,6.1,0.5335,2.5,3.9,0.6445,0.5885,1,1.5,0.6815,0.2545,8.15
BOS,Dennis Schröder,64,1837,21.85,4.45,10.6,0.4165,3.15,6.75,0.462,0.479,2.4,2.8,0.86,0.2635,12.65
BOS,Robert Williams,61,1804,11.5,4.4,6,0.736,4.4,6,0.738,0.736,1.1,1.5,0.722,0.245,10
BOS,Al Horford,69,2005,14.8,3.9,8.2,0.467,2.6,4.4,0.582,0.546,1.2,1.4,0.842,0.167,10.2
BOS,Derrick White,75,2199,19.45,4.3,10.2,0.4175,2.8,5.5,0.5115,0.49,2.65,3.1,0.861,0.3035,12.7
BOS,Enes Freedom,35,411,13.9,1.5,2.8,0.526,1.4,2.6,0.533,0.536,0.7,0.8,0.857,0.289,3.7
BOS,Matt Ryan,1,5,44,1,5,0.2,0,0,,0.3,0,0,,0,3
BOS,Juancho Hernangómez,40,445,12.76666667,0.966666667,2.333333333,0.341666667,0.466666667,0.866666667,0.509666667,0.408333333,0.5,0.833333333,0.631,0.429333333,2.9
BOS,Jabari Parker,12,112,19.6,1.5,3.2,0.474,0.8,1.8,0.455,0.579,0.8,0.8,1,0.237,4.4
BOS,Sam Hauser,26,158,14.5,0.9,1.9,0.46,0.2,0.2,0.667,0.65,0,0,,0,2.5
BOS,Aaron Nesmith,52,574,17.2,1.4,3.5,0.396,0.8,1.3,0.612,0.481,0.4,0.5,0.808,0.143,3.8
BOS,Brodric Thomas,12,60,19.2,0.7,1.5,0.444,0.5,0.8,0.667,0.5,0.3,0.4,0.6,0.278,1.8
BOS,Luke Kornet,15,103,14.8,0.5,1.766666667,0.257,0.5,1.466666667,0.318666667,0.257,0.4,0.6,0.667,0.247666667,1.4
BOS,Malik Fitts,15,63,14.7,0.55,1.3,0.411,0.2,0.6,0.375,0.5415,0,0,,0,1.4
BOS,Marcus Smart,71,2296,18.3,4.2,10.1,0.418,2.5,5,0.506,0.501,2,2.5,0.793,0.249,12.1
BOS,Juwan Morgan,2,31,2.4,1,1.5,0.667,0.5,0.5,1,0.833,0,0,,0,2.5
BRK,Blake Griffin,56,958,16.9,2.4,5.6,0.425,1.7,3,0.565,0.486,1,1.4,0.724,0.243,6.4
BRK,Seth Curry,64,2135,18.5,5.6,11.4,0.489,2.95,5.4,0.545,0.605,1.15,1.35,0.867,0.119,14.95
BRK,Day'Ron Sharpe,32,391,21.7,2.7,4.7,0.577,2.6,4.4,0.592,0.584,0.8,1.3,0.585,0.275,6.2
BRK,Shaquille Harrison,2,23,15,1,3,0.333,1,2,0.5,0.333,0,0,,0,2
BRK,Cam Thomas,67,1176,22.1,3.3,7.5,0.433,2.6,4.9,0.52,0.48,1.3,1.6,0.829,0.209,8.5
BRK,Kessler Edwards,48,987,13.8,2.3,5.6,0.412,1.3,2.7,0.473,0.502,0.3,0.4,0.842,0.071,5.9
BRK,Nic Claxton,47,974,15.1,3.8,5.6,0.674,3.8,5.6,0.674,0.674,1.1,2,0.581,0.352,8.7
BRK,Jevon Carter,66,905,13.4,1.65,3.9,0.4195,0.55,1.4,0.392,0.556,0.3,0.3,0.85,0.079,4.6
BRK,James Johnson,62,1191,13.7,2.3,5,0.469,2,3.6,0.545,0.507,0.5,0.9,0.527,0.179,5.5
BRK,LaMarcus Aldridge,47,1050,22.4,5.4,9.7,0.55,5.1,8.8,0.578,0.566,1.9,2.2,0.873,0.223,12.9
BRK,James Harden,65,2419,26.6,6.05,14.8,0.408,3.8,8,0.476,0.4845,7.4,8.45,0.8805,0.573,21.75
BRK,James Ennis III,7,56,22.13333333,1.733333333,3.666666667,0.418333333,1.233333333,2.433333333,0.471333333,0.472333333,0.666666667,0.766666667,0.5,0.177,4.6
BRK,Kevin Durant,55,2047,31.2,10.5,20.3,0.518,8.4,14.8,0.568,0.57,6.8,7.4,0.91,0.367,29.9
BRK,Andre Drummond,73,1437,19.55,3.8,6.5,0.574,3.8,6.45,0.5775,0.574,1.35,2.55,0.5245,0.383,8.95
BRK,Joe Harris,14,423,14.5,4,8.9,0.452,1.1,2.6,0.417,0.617,0.4,0.4,0.833,0.048,11.3
BRK,David Duke Jr.,22,341,15.9,1.8,4.9,0.361,1.4,3.2,0.423,0.403,0.8,1,0.81,0.194,4.7
BRK,Wenyen Gabriel,26,358,11.5,1.133333333,2.433333333,0.445,0.933333333,1.733333333,0.478,0.499,0.5,0.9,0.5525,0.35,3
BRK,Paul Millsap,33,376,16.95,1.35,3.4,0.4045,1.15,2.4,0.474,0.4395,0.55,0.75,0.71,0.2165,3.55
BRK,Patty Mills,81,2346,16.4,4,9.8,0.408,1.2,2.8,0.429,0.551,0.6,0.7,0.814,0.074,11.4
BRK,Kyrie Irving,29,1091,29.4,10,21.2,0.469,6.5,13,0.501,0.55,4.1,4.4,0.915,0.209,27.4
BRK,Bruce Brown,72,1774,15,3.6,7,0.506,3,5.7,0.529,0.543,1.3,1.8,0.758,0.253,9
BRK,Langston Galloway,7,107,12.75,0.8,3.8,0.231,0.55,1.5,0.4,0.2695,0,0,,0,1.85
BRK,DeAndre' Bembry,56,1026,8.35,1.45,2.7,0.4715,1.3,2.35,0.487,0.489,0.2,0.35,0.6,0.082,3.3
BRK,Goran Dragić,21,498,17.8,2.7,7.05,0.379,1.9,4.15,0.4605,0.434,1.55,1.7,0.8695,0.2455,7.65
CHI,Derrick Jones Jr.,51,899,12.5,2.1,3.8,0.538,1.7,2.6,0.634,0.59,1.1,1.4,0.8,0.359,5.6
CHI,Devon Dotson,11,85,16.6,1,2.1,0.478,0.8,1.3,0.643,0.522,0.5,0.8,0.556,0.391,2.6
CHI,Alex Caruso,41,1147,13.3,2.5,6.2,0.398,1.5,3.2,0.462,0.48,1.4,1.8,0.795,0.285,7.4
CHI,Tony Bradley,55,549,13.6,1.3,2.2,0.585,1.3,2.2,0.585,0.585,0.3,0.5,0.655,0.236,3
CHI,Nikola Vučević,73,2418,24.5,7.5,15.8,0.473,6.1,11.3,0.537,0.518,1.3,1.7,0.76,0.105,17.6
CHI,Tyler Cook,20,200,13,1.2,1.9,0.605,1.2,1.9,0.605,0.605,1.1,1.6,0.656,0.842,3.4
CHI,Ayo Dosunmu,77,2110,14.1,3.6,6.9,0.52,2.7,4.5,0.596,0.585,0.7,1,0.679,0.146,8.8
CHI,Coby White,61,1675,19.8,4.6,10.6,0.433,2.3,4.8,0.491,0.539,1.3,1.5,0.857,0.141,12.7
CHI,Patrick Williams,17,422,14.2,3.2,6,0.529,2.3,4.3,0.534,0.603,1.8,2.4,0.732,0.402,9
CHI,Alfonzo McKinnie,17,206,15.3,1.4,3.6,0.393,0.9,2,0.441,0.467,0.1,0.5,0.25,0.131,3.5
CHI,DeMar DeRozan,76,2743,31.8,10.2,20.2,0.504,9.5,18.3,0.52,0.521,6.8,7.8,0.877,0.386,27.9
CHI,Matt Thomas,40,459,14.5,1.4,3.4,0.41,0.5,1.1,0.465,0.541,0.4,0.5,0.8,0.149,4
CHI,Javonte Green,65,1519,11.5,2.7,5,0.542,2.2,3.4,0.625,0.597,1.2,1.5,0.833,0.295,7.2
CHI,Jordan Bell,1,2,0,0,0,,0,0,,,0,0,,,0
CHI,Lonzo Ball,35,1212,17.4,4.6,10.9,0.423,1.5,3.5,0.423,0.567,0.6,0.8,0.75,0.073,13
CHI,Zach LaVine,67,2328,28.8,8.4,17.7,0.476,5.7,10.6,0.534,0.554,4.8,5.6,0.853,0.316,24.4
CHI,Marko Simonovic,9,35,27.5,0.4,1.7,0.267,0.3,1.1,0.3,0.3,0.9,1.2,0.727,0.733,1.9
CHI,Mac McClung,2,25,21.95,1.5,3,0.7,1,1.5,0.75,0.75,0.5,0.5,1,0.1,4
CHI,Troy Brown Jr.,66,1055,12.3,1.6,3.9,0.419,0.9,1.9,0.488,0.51,0.3,0.4,0.769,0.101,4.3
CHI,Tristan Thompson,57,897,18.2,2.7,5,0.536666667,2.7,4.966666667,0.54,0.538,1,2.033333333,0.483333333,0.417333333,6.4
CHI,Alize Johnson,23,167,18.43333333,0.766666667,1.966666667,0.385,0.766666667,1.7,0.457,0.385,0.366666667,0.566666667,0.440333333,0.290333333,1.8
CHO,Nick Richards,50,367,15.4,1.2,1.8,0.667,1.2,1.8,0.667,0.667,0.6,0.9,0.698,0.478,3
CHO,James Bouknight,31,304,23.7,1.6,4.5,0.348,1,3,0.348,0.408,0.9,1,0.871,0.22,4.6
CHO,JT Thor,33,262,12,0.7,1.7,0.436,0.5,0.8,0.607,0.5,0.4,0.6,0.6,0.364,2
CHO,Vernon Carey Jr.,7,44,21.45,1.05,1.9,0.5355,1.05,1.9,0.5355,0.5355,0.9,2.05,0.5335,0.9645,3
CHO,Isaiah Thomas,22,333,25,3.033333333,8.3,0.372,2.166666667,4.3,0.493333333,0.425333333,0.933333333,1.233333333,0.83,0.135666667,7.866666667
CHO,Mason Plumlee,73,1793,11.7,2.8,4.4,0.641,2.8,4.4,0.645,0.641,0.9,2.3,0.392,0.534,6.5
CHO,Arnoldas Kulboka,2,5,8.5,0,0.5,0,0,0,,0,0,0,,0,0
CHO,Scottie Lewis,2,7,5.3,0,0,,0,0,,,0.5,1,0.5,,0.5
CHO,Kai Jones,21,63,15.9,0.4,0.7,0.643,0.4,0.6,0.667,0.679,0.1,0.4,0.375,0.571,1
CHO,P.J. Washington,65,1768,15.6,3.8,8.2,0.47,2.2,3.6,0.606,0.573,0.9,1.2,0.716,0.152,10.3
CHO,Cody Martin,71,1866,12.1,2.9,6,0.482,2,3.7,0.542,0.554,1.1,1.5,0.701,0.253,7.7
CHO,Gordon Hayward,49,1564,20.7,5.8,12.6,0.459,4,8.1,0.496,0.528,2.6,3,0.846,0.241,15.9
CHO,Terry Rozier,73,2458,23.2,7.1,16,0.444,4.1,7.9,0.516,0.539,2.1,2.4,0.852,0.151,19.3
CHO,LaMelo Ball,75,2422,28.2,7.2,16.7,0.429,4.2,9.2,0.462,0.517,2.8,3.2,0.872,0.194,20.1
CHO,Kelly Oubre Jr.,76,1999,23,5.4,12.3,0.44,2.9,5,0.578,0.542,1.7,2.5,0.667,0.203,15
CHO,Ish Smith,65,1126,20,3,6.9,0.426,2.6,5.8,0.436,0.455,0.2,0.35,0.616,0.0615,6.55
CHO,Jalen McDaniels,55,895,15.3,2.2,4.6,0.484,1.5,2.7,0.562,0.565,1,1.3,0.736,0.283,6.2
CHO,Miles Bridges,80,2837,22.6,7.5,15.2,0.491,5.5,9.4,0.59,0.554,3.3,4.2,0.802,0.274,20.2
CHO,Montrezl Harrell,71,1641,19.9,4.9,7.6,0.645,4.85,7.4,0.6565,0.6475,2.85,4.05,0.7095,0.532,12.75
CLE,Kevin Love,74,1665,25.1,4.4,10.3,0.43,1.9,3.8,0.493,0.553,2.2,2.7,0.838,0.26,13.6
CLE,Collin Sexton,11,316,27.9,6.2,13.7,0.45,5.2,9.6,0.538,0.487,2.6,3.5,0.744,0.258,16
CLE,Tim Frazier,12,208,17.55,0.9,2.65,0.401,0.6,1.8,0.3845,0.436,0.25,0.45,0.556,0.1045,2.35
CLE,Ricky Rubio,34,970,24.9,4.4,12.1,0.363,2.6,7,0.38,0.434,2.6,3,0.854,0.251,13.1
CLE,Rajon Rondo,39,698,15.95,1.7,4.45,0.3765,0.9,2.25,0.417,0.459,0.5,0.6,0.625,0.1285,4.65
CLE,Isaac Okoro,67,1981,12.4,3.1,6.4,0.48,2.3,4.1,0.555,0.544,1.8,2.3,0.768,0.36,8.8
CLE,Denzel Valentine,24,222,15.05,1,2.4,0.4355,0.35,0.65,0.639,0.5705,0,0,,0,2.7
CLE,Evan Mobley,69,2331,20.4,6.1,12,0.508,5.8,10.7,0.541,0.522,2.4,3.7,0.663,0.304,15
CLE,Darius Garland,68,2430,27.8,8,17.3,0.462,5.4,10.6,0.512,0.536,3.2,3.5,0.892,0.205,21.7
CLE,Caris LeVert,58,1781,24.55,6.2,14.05,0.441,4.9,9.9,0.493,0.4885,2.3,3.1,0.7525,0.219,16.15
CLE,Lauri Markkanen,61,1878,19.5,5.1,11.5,0.445,2.9,5.3,0.548,0.542,2.3,2.6,0.868,0.226,14.8
CLE,Jarrett Allen,56,1810,18.1,6.6,9.7,0.677,6.6,9.6,0.688,0.678,2.9,4.2,0.708,0.428,16.1
CLE,Ed Davis,31,201,6,0.4,0.5,0.688,0.4,0.5,0.688,0.688,0.2,0.5,0.429,0.875,0.9
CLE,Kevin Pangos,24,166,14.6,0.6,1.9,0.326,0.4,0.8,0.45,0.391,0.1,0.2,0.75,0.087,1.6
CLE,Malik Newman,1,8,38.1,3,5,0.6,3,4,0.75,0.6,2,2,1,0.4,8
CLE,RJ Nembhard Jr.,14,63,16,0.4,1.3,0.333,0.4,1.1,0.375,0.333,0.2,0.3,0.75,0.222,1.1
CLE,Tacko Fall,11,59,13.6,0.5,1.1,0.417,0.5,1.1,0.417,0.417,0.2,0.6,0.286,0.583,1.1
CLE,Tre Scott,2,11,24.1,1.5,3,0.5,1.5,2.5,0.6,0.5,0,0,,0,3
CLE,Lamar Stevens,63,1015,17.1,2.5,5.1,0.489,2.2,4,0.543,0.517,0.8,1.2,0.707,0.235,6.1
CLE,Dean Wade,51,980,11.1,1.9,4.3,0.456,0.9,1.5,0.64,0.574,0.4,0.6,0.667,0.138,5.3
CLE,Cedi Osman,66,1462,21.1,3.7,8.7,0.432,1.8,3.2,0.559,0.544,1.3,2,0.664,0.229,10.7
CLE,Dylan Windler,50,459,11.8,0.7,2,0.378,0.3,0.6,0.571,0.485,0.3,0.4,0.833,0.184,2.2
CLE,Moses Brown,40,345,20.7,1.8,3,0.589,1.8,3,0.589,0.589,1.05,1.9,0.59,0.68,4.75
CLE,Justin Anderson,16,316,13.45,1.9,4.7,0.434,1.1,1.65,0.7795,0.534,0.95,1.25,0.775,0.336,5.55
CLE,Brandon Goodwin,36,502,18.2,1.8,4.3,0.416,1.3,2.8,0.455,0.477,0.7,1.1,0.632,0.247,4.8
DAL,Dāvis Bertāns,56,807,17.15,1.8,4.85,0.363,0.4,0.8,0.4815,0.5045,0.6,0.7,0.8665,0.1355,5.5
DAL,Theo Pinson,19,148,14.7,0.7,2.1,0.359,0.2,0.5,0.444,0.487,0.5,0.5,1,0.256,2.5
DAL,Boban Marjanović,23,128,33.3,1.8,3,0.6,1.8,2.9,0.621,0.607,0.6,1,0.591,0.314,4.3
DAL,Sterling Brown,49,628,13.2,1.2,3.2,0.381,0.6,1.3,0.492,0.471,0.3,0.3,0.933,0.097,3.3
DAL,Trey Burke,42,441,25.6,2,5.1,0.391,1.4,3.2,0.436,0.451,0.5,0.5,0.87,0.107,5.1
DAL,Marquese Chriss,34,346,21.5,1.8,3.9,0.463,1.6,3.2,0.495,0.493,0.6,1,0.667,0.246,4.5
